市区町村コード,NO,都道府県名,市区町村名,種別,住所（都道府県）,住所（市区町村）,住所（町名番地）,方書,緯度,経度,消火器番号,備考
013206,0000004062,東京都,府中市,その他,東京都,府中市,若松町3丁目4番地,,35.67491361,139.4979134,04-062,
013206,0000004063,東京都,府中市,その他,東京都,府中市,若松町3丁目18番地12,,35.67531915,139.5023865,04-063,
013206,0000004064,東京都,府中市,その他,東京都,府中市,若松町4丁目24番地1,,35.67586734,139.5056921,04-064,
013206,0000004065,東京都,府中市,その他,東京都,府中市,若松町4丁目19番地11,,35.67541929,139.5032593,04-065,
013206,0000004066,東京都,府中市,その他,東京都,府中市,浅間町4丁目14番地,,35.68197669,139.5014806,04-066,
013206,0000004067,東京都,府中市,その他,東京都,府中市,浅間町4丁目16番地,,35.68128705,139.5007593,04-067,
013206,0000004068,東京都,府中市,その他,東京都,府中市,若松町3丁目10番地10,,35.67399635,139.5007329,04-068,
013206,0000004069,東京都,府中市,その他,東京都,府中市,若松町5丁目6番地,,35.67810057,139.5039715,04-069,
013206,0000004070,東京都,府中市,その他,東京都,府中市,若松町4丁目35番地,,35.67729767,139.5059912,04-070,
013206,0000004071,東京都,府中市,その他,東京都,府中市,浅間町4丁目9番地,,35.681367,139.4997673,04-071,
013206,0000004072,東京都,府中市,その他,東京都,府中市,若松町4丁目46番地,,35.67710344,139.5024915,04-072,
013206,0000004073,東京都,府中市,その他,東京都,府中市,若松町4丁目43番地28,,35.67697154,139.5034409,04-073,
013206,0000004074,東京都,府中市,その他,東京都,府中市,若松町4丁目43番地12,,35.67717768,139.502858,04-074,
013206,0000004075,東京都,府中市,その他,東京都,府中市,若松町4丁目44番地11,,35.67731838,139.5033419,04-075,
013206,0000004076,東京都,府中市,その他,東京都,府中市,浅間町4丁目15番地32,,35.68155501,139.5008542,04-076,
013206,0000004077,東京都,府中市,その他,東京都,府中市,若松町4丁目9番地,,35.67626137,139.4990295,04-077,
013206,0000004078,東京都,府中市,その他,東京都,府中市,若松町1丁目10番地16,,35.6686936,139.4983731,04-078,
013206,0000004079,東京都,府中市,その他,東京都,府中市,若松町2丁目27番地,,35.67078758,139.5020381,04-079,
013206,0000004080,東京都,府中市,その他,東京都,府中市,若松町2丁目28番地,,35.67076832,139.5027178,04-080,
013206,0000004081,東京都,府中市,その他,東京都,府中市,若松町3丁目23番地,,35.67213394,139.5019539,04-081,
013206,0000004083,東京都,府中市,その他,東京都,府中市,若松町4丁目17番地,,35.67574362,139.5023699,04-083,
013206,0000004084,東京都,府中市,その他,東京都,府中市,浅間町4丁目26番地39,,35.67986996,139.4975025,04-084,
013206,0000004085,東京都,府中市,その他,東京都,府中市,若松町3丁目10番地14,,35.67472161,139.5012193,04-085,
013206,0000004088,東京都,府中市,その他,東京都,府中市,浅間町2丁目4番地,,35.6845737,139.4972519,04-088,
013206,0000004090,東京都,府中市,その他,東京都,府中市,若松町4丁目20番地,,35.67660685,139.5034605,04-090,
013206,0000004091,東京都,府中市,その他,東京都,府中市,若松町4丁目29番地,,35.67675391,139.5078314,04-091,
013206,0000004092,東京都,府中市,その他,東京都,府中市,若松町4丁目28番地,,35.67627957,139.5086668,04-092,
013206,0000004093,東京都,府中市,その他,東京都,府中市,浅間町4丁目4番地27,,35.68266354,139.5003519,04-093,
013206,0000004094,東京都,府中市,その他,東京都,府中市,浅間町4丁目3番地,,35.68388966,139.5012179,04-094,
013206,0000004095,東京都,府中市,その他,東京都,府中市,浅間町4丁目27番地,,35.67878494,139.4969743,04-095,
013206,0000004096,東京都,府中市,その他,東京都,府中市,浅間町4丁目20番地,,35.68108495,139.4989781,04-096,
013206,0000004097,東京都,府中市,その他,東京都,府中市,浅間町4丁目29番地,,35.67729539,139.497213,04-097,
013206,0000004100,東京都,府中市,その他,東京都,府中市,浅間町4丁目1番地,,35.68423211,139.4995517,04-100,
013206,0000004101,東京都,府中市,その他,東京都,府中市,浅間町2丁目5番地,,35.68341391,139.4963487,04-101,
013206,0000004102,東京都,府中市,その他,東京都,府中市,若松町2丁目19番地,,35.67151229,139.5002824,04-102,
013206,0000004103,東京都,府中市,その他,東京都,府中市,若松町4丁目19番地,,35.67644641,139.5026981,04-103,
013206,0000004104,東京都,府中市,その他,東京都,府中市,若松町2丁目45番地,,35.67170385,139.503249,04-104,
013206,0000004105,東京都,府中市,その他,東京都,府中市,若松町4丁目48番地,,35.67711256,139.5014196,04-105,
013206,0000004106,東京都,府中市,その他,東京都,府中市,若松町4丁目5番地18,,35.6768539,139.4988516,04-106,
013206,0000004107,東京都,府中市,その他,東京都,府中市,浅間町4丁目26番地11,,35.67957882,139.4975516,04-107,
013206,0000004108,東京都,府中市,その他,東京都,府中市,浅間町4丁目21番地7,,35.67986798,139.4979963,04-108,
013206,0000004109,東京都,府中市,その他,東京都,府中市,浅間町4丁目8番地,,35.6810946,139.4992141,04-109,
013206,0000004110,東京都,府中市,その他,東京都,府中市,浅間町4丁目9番地,,35.68148356,139.5000742,04-110,
013206,0000004111,東京都,府中市,その他,東京都,府中市,浅間町4丁目8番地,,35.68154786,139.499133,04-111,
013206,0000004112,東京都,府中市,その他,東京都,府中市,若松町4丁目34番地40,,35.67656869,139.5061137,04-112,
013206,0000004113,東京都,府中市,その他,東京都,府中市,若松町5丁目9番地,,35.67815317,139.5061172,04-113,
013206,0000004114,東京都,府中市,その他,東京都,府中市,若松町2丁目40番地,,35.67161056,139.5052949,04-114,
013206,0000004116,東京都,府中市,その他,東京都,府中市,若松町1丁目35番地,,35.66986922,139.5001181,04-116,
013206,0000004117,東京都,府中市,その他,東京都,府中市,若松町1丁目38番地,,35.66999431,139.498981,04-117,
013206,0000004118,東京都,府中市,その他,東京都,府中市,若松町1丁目3番地,,35.67003843,139.49548,04-118,
013206,0000004119,東京都,府中市,その他,東京都,府中市,若松町4丁目6番地28,,35.67728373,139.4979185,04-119,
013206,0000004120,東京都,府中市,その他,東京都,府中市,若松町3丁目40番地9,,35.67459556,139.5072258,04-120,
013206,0000004121,東京都,府中市,その他,東京都,府中市,浅間町3丁目5番地,,35.68454486,139.4982449,04-121,
013206,0000004122,東京都,府中市,その他,東京都,府中市,若松町3丁目3番地,,35.67442441,139.497962,04-122,
013206,0000004123,東京都,府中市,その他,東京都,府中市,浅間町1丁目5番地,,35.67788113,139.4970629,04-123,
013206,0000004124,東京都,府中市,その他,東京都,府中市,浅間町4丁目27番地37,,35.67914138,139.4973137,04-124,
013206,0000004125,東京都,府中市,その他,東京都,府中市,浅間町3丁目18番地,,35.68570951,139.5001372,04-125,
013206,0000004126,東京都,府中市,その他,東京都,府中市,浅間町2丁目7番地,,35.68335905,139.4978751,04-126,
013206,0000004128,東京都,府中市,その他,東京都,府中市,若松町2丁目8番地,,35.67220697,139.4949221,04-128,
013206,0000004129,東京都,府中市,その他,東京都,府中市,若松町2丁目2番地,,35.67091535,139.4959737,04-129,
013206,0000004130,東京都,府中市,その他,東京都,府中市,若松町1丁目29番地,,35.66963291,139.5024693,04-130,
013206,0000004131,東京都,府中市,その他,東京都,府中市,若松町1丁目33番地,,35.66974328,139.5007432,04-131,
013206,0000004132,東京都,府中市,その他,東京都,府中市,若松町1丁目26番地6,,35.66983311,139.5038928,04-132,
013206,0000004133,東京都,府中市,その他,東京都,府中市,若松町1丁目21番地18,,35.66798776,139.5031936,04-133,
013206,0000004134,東京都,府中市,その他,東京都,府中市,若松町4丁目19番地,,35.67614017,139.5027274,04-134,
013206,0000004135,東京都,府中市,その他,東京都,府中市,浅間町3丁目18番地,,35.68615567,139.5015089,04-135,
013206,0000004136,東京都,府中市,その他,東京都,府中市,浅間町3丁目18番地,,35.6862189,139.5004003,04-136,
013206,0000004137,東京都,府中市,その他,東京都,府中市,浅間町3丁目18番地,,35.6852497,139.501167,04-137,
013206,0000004138,東京都,府中市,その他,東京都,府中市,浅間町3丁目18番地,,35.68576962,139.502234,04-138,
013206,0000004139,東京都,府中市,その他,東京都,府中市,若松町3丁目25番地29,,35.67277473,139.5029321,04-139,
013206,0000005001,東京都,府中市,その他,東京都,府中市,小柳町1丁目2番地7,,35.66623881,139.5050349,05-001,
013206,0000005002,東京都,府中市,その他,東京都,府中市,小柳町2丁目1番地6,,35.66335245,139.5012465,05-002,
013206,0000005003,東京都,府中市,その他,東京都,府中市,小柳町2丁目33番地,,35.6613883,139.5013873,05-003,
013206,0000005004,東京都,府中市,その他,東京都,府中市,小柳町3丁目7番地30,,35.66175603,139.5052828,05-004,
013206,0000005005,東京都,府中市,その他,東京都,府中市,小柳町1丁目14番地,,35.6643679,139.5039513,05-005,
013206,0000005006,東京都,府中市,その他,東京都,府中市,小柳町1丁目27番地1,,35.66388982,139.5020893,05-006,
013206,0000005007,東京都,府中市,その他,東京都,府中市,小柳町2丁目27番地1,,35.66232462,139.5001183,05-007,
013206,0000005008,東京都,府中市,その他,東京都,府中市,小柳町2丁目19番地,,35.66175315,139.4990804,05-008,
013206,0000005009,東京都,府中市,その他,東京都,府中市,小柳町2丁目23番地25,,35.6606084,139.4996476,05-009,
013206,0000005010,東京都,府中市,その他,東京都,府中市,小柳町2丁目21番地22,,35.66083525,139.4992923,05-010,
013206,0000005011,東京都,府中市,その他,東京都,府中市,小柳町3丁目7番地76,,35.66158843,139.5062043,05-011,
013206,0000005012,東京都,府中市,その他,東京都,府中市,小柳町3丁目7番地26,,35.66210421,139.5052751,05-012,
013206,0000005013,東京都,府中市,その他,東京都,府中市,小柳町3丁目14番地1,,35.66128844,139.5052036,05-013,
013206,0000005014,東京都,府中市,その他,東京都,府中市,小柳町6丁目14番地,,35.65605634,139.5057581,05-014,
013206,0000005015,東京都,府中市,その他,東京都,府中市,小柳町6丁目15番地25,,35.65573657,139.5050199,05-015,
013206,0000005016,東京都,府中市,その他,東京都,府中市,小柳町6丁目20番地1,,35.65532942,139.5054622,05-016,
013206,0000005017,東京都,府中市,その他,東京都,府中市,小柳町6丁目20番地15,,35.65471006,139.50562,05-017,
013206,0000005018,東京都,府中市,その他,東京都,府中市,小柳町6丁目19番地11,,35.65493744,139.5049146,05-018,
013206,0000005019,東京都,府中市,その他,東京都,府中市,小柳町6丁目21番地,,35.65482364,139.5043831,05-019,
013206,0000005020,東京都,府中市,その他,東京都,府中市,小柳町6丁目23番地,,35.65442967,139.5046844,05-020,
013206,0000005021,東京都,府中市,その他,東京都,府中市,小柳町6丁目19番地,,35.65544708,139.5047137,05-021,
013206,0000005022,東京都,府中市,その他,東京都,府中市,小柳町5丁目31番地,,35.65561729,139.5043642,05-022,
013206,0000005023,東京都,府中市,その他,東京都,府中市,小柳町5丁目30番地3,,35.65539696,139.5039689,05-023,
013206,0000005024,東京都,府中市,その他,東京都,府中市,小柳町5丁目32番地4,,35.65580356,139.5035569,05-024,
013206,0000005025,東京都,府中市,その他,東京都,府中市,小柳町5丁目18番地,,35.6558377,139.5030528,05-025,
013206,0000005026,東京都,府中市,その他,東京都,府中市,小柳町5丁目22番地3,,35.65580478,139.5021374,05-026,
013206,0000005027,東京都,府中市,その他,東京都,府中市,小柳町5丁目9番地,,35.65384204,139.5006259,05-027,
013206,0000005028,東京都,府中市,その他,東京都,府中市,小柳町5丁目10番地,,35.65495958,139.5009111,05-028,
013206,0000005029,東京都,府中市,その他,東京都,府中市,小柳町5丁目4番地,,35.65552759,139.4979859,05-029,
013206,0000005030,東京都,府中市,その他,東京都,府中市,小柳町5丁目9番地48,,35.6542544,139.5015682,05-030,
013206,0000005031,東京都,府中市,その他,東京都,府中市,小柳町4丁目18番地,,35.6581346,139.5016894,05-031,
013206,0000005032,東京都,府中市,その他,東京都,府中市,小柳町4丁目16番地2,,35.65901666,139.50054,05-032,
013206,0000005033,東京都,府中市,その他,東京都,府中市,小柳町4丁目2番地8,,35.65854977,139.5001325,05-033,
013206,0000005034,東京都,府中市,その他,東京都,府中市,小柳町4丁目5番地7,,35.65845873,139.4995637,05-034,
013206,0000005035,東京都,府中市,その他,東京都,府中市,小柳町4丁目6番地3,,35.65798843,139.4998585,05-035,
013206,0000005036,東京都,府中市,その他,東京都,府中市,小柳町4丁目8番地,,35.65746528,139.5003884,05-036,
013206,0000005037,東京都,府中市,その他,東京都,府中市,小柳町1丁目8番地1,,35.66533495,139.5050876,05-037,
013206,0000005038,東京都,府中市,その他,東京都,府中市,小柳町1丁目16番地,,35.66426522,139.5037403,05-038,
013206,0000005039,東京都,府中市,その他,東京都,府中市,小柳町1丁目25番地,,35.66345051,139.5027049,05-039,
013206,0000005040,東京都,府中市,その他,東京都,府中市,小柳町4丁目13番地10,,35.65702702,139.5014451,05-040,
013206,0000005041,東京都,府中市,その他,東京都,府中市,小柳町5丁目3番地,,35.65473415,139.4973155,05-041,
013206,0000005042,東京都,府中市,その他,東京都,府中市,小柳町1丁目21番地,,35.66457772,139.5028945,05-042,
013206,0000005043,東京都,府中市,その他,東京都,府中市,小柳町1丁目28番地7,,35.66468737,139.502075,05-043,
013206,0000005044,東京都,府中市,その他,東京都,府中市,小柳町2丁目18番地2,,35.66201119,139.4989308,05-044,
013206,0000005045,東京都,府中市,その他,東京都,府中市,小柳町2丁目31番地,,35.66182207,139.5021856,05-045,
013206,0000005047,東京都,府中市,その他,東京都,府中市,小柳町4丁目18番地,,35.65879708,139.5016738,05-047,
013206,0000005048,東京都,府中市,その他,東京都,府中市,小柳町3丁目9番地,,35.66231309,139.504801,05-048,
013206,0000005049,東京都,府中市,その他,東京都,府中市,小柳町3丁目7番地20,,35.6620872,139.5060171,05-049,
013206,0000005050,東京都,府中市,その他,東京都,府中市,押立町1丁目16番地,,35.65988886,139.5087012,05-050,
013206,0000005051,東京都,府中市,その他,東京都,府中市,小柳町4丁目26番地,,35.65887041,139.5021307,05-051,
013206,0000005052,東京都,府中市,その他,東京都,府中市,小柳町4丁目26番地,,35.65828592,139.5018706,05-052,
013206,0000005053,東京都,府中市,その他,東京都,府中市,小柳町4丁目39番地,,35.65776354,139.5026314,05-053,
013206,0000005054,東京都,府中市,その他,東京都,府中市,小柳町5丁目16番地8,,35.65642663,139.5024057,05-054,
013206,0000005055,東京都,府中市,その他,東京都,府中市,小柳町6丁目10番地,,35.65650535,139.5053375,05-055,
013206,0000005056,東京都,府中市,その他,東京都,府中市,小柳町4丁目21番地3,,35.65963798,139.5022661,05-056,
013206,0000005057,東京都,府中市,その他,東京都,府中市,小柳町5丁目13番地,,35.65676865,139.5016799,05-057,
013206,0000005058,東京都,府中市,その他,東京都,府中市,小柳町4丁目32番地6,,35.65714688,139.5034972,05-058,
013206,0000005059,東京都,府中市,その他,東京都,府中市,小柳町2丁目34番地17,,35.66089799,139.5007992,05-059,
013206,0000005060,東京都,府中市,その他,東京都,府中市,小柳町2丁目17番地9,,35.66256744,139.499461,05-060,
013206,0000005061,東京都,府中市,その他,東京都,府中市,小柳町2丁目50番地,,35.66236117,139.5028898,05-061,
013206,0000005063,東京都,府中市,その他,東京都,府中市,小柳町5丁目8番地127,,35.65516305,139.499519,05-063,
013206,0000005064,東京都,府中市,その他,東京都,府中市,清水が丘3丁目41番地,,35.6636828,139.5001915,05-064,
013206,0000005065,東京都,府中市,その他,東京都,府中市,小柳町5丁目10番地4,,35.65554639,139.500137,05-065,
013206,0000005066,東京都,府中市,その他,東京都,府中市,小柳町5丁目9番地,,35.65482114,139.5017734,05-066,
013206,0000005068,東京都,府中市,その他,東京都,府中市,小柳町5丁目9番地84,,35.65436873,139.5002433,05-068,
013206,0000005070,東京都,府中市,その他,東京都,府中市,小柳町5丁目11番地,,35.65583521,139.4999933,05-070,
013206,0000005071,東京都,府中市,その他,東京都,府中市,小柳町4丁目16番地,,35.6584742,139.5010471,05-071,
013206,0000005072,東京都,府中市,その他,東京都,府中市,小柳町4丁目39番地,,35.6575928,139.5035746,05-072,
013206,0000005073,東京都,府中市,その他,東京都,府中市,小柳町5丁目33番地26,,35.65617064,139.5042696,05-073,
013206,0000005074,東京都,府中市,その他,東京都,府中市,小柳町2丁目30番地2,,35.66188837,139.5013872,05-074,
013206,0000005075,東京都,府中市,その他,東京都,府中市,小柳町1丁目26番地3,,35.66447439,139.5026758,05-075,
013206,0000005076,東京都,府中市,その他,東京都,府中市,清水が丘3丁目33番地,,35.66423661,139.5008272,05-076,
013206,0000005077,東京都,府中市,その他,東京都,府中市,小柳町5丁目8番地,,35.65413868,139.4994277,05-077,
013206,0000005078,東京都,府中市,その他,東京都,府中市,小柳町5丁目8番地186,,35.65459861,139.4994592,05-078,
013206,0000005079,東京都,府中市,その他,東京都,府中市,小柳町4丁目37番地,,35.65809363,139.5044783,05-079,
013206,0000005080,東京都,府中市,その他,東京都,府中市,小柳町4丁目17番地,,35.65813088,139.5013554,05-080,
013206,0000005081,東京都,府中市,その他,東京都,府中市,小柳町4丁目18番地,,35.65810565,139.5015129,05-081,
013206,0000005082,東京都,府中市,その他,東京都,府中市,小柳町4丁目18番地,,35.65808952,139.5016791,05-082,
013206,0000005083,東京都,府中市,その他,東京都,府中市,小柳町4丁目18番地,,35.65832942,139.501581,05-083,
013206,0000005084,東京都,府中市,その他,東京都,府中市,小柳町4丁目17番地,,35.65834144,139.501471,05-084,
013206,0000005085,東京都,府中市,その他,東京都,府中市,小柳町4丁目17番地,,35.65836565,139.5013155,05-085,
013206,0000005086,東京都,府中市,その他,東京都,府中市,小柳町4丁目17番地,,35.65868211,139.501167,05-086,
013206,0000005087,東京都,府中市,その他,東京都,府中市,小柳町4丁目17番地,,35.65882293,139.5011578,05-087,
013206,0000005088,東京都,府中市,その他,東京都,府中市,小柳町4丁目17番地,,35.65895144,139.5011573,05-088,
013206,0000005089,東京都,府中市,その他,東京都,府中市,小柳町3丁目19番地31,,35.65989877,139.5061124,05-089,
013206,0000005090,東京都,府中市,その他,東京都,府中市,小柳町4丁目46番地,,35.65886119,139.5051055,05-090,
013206,0000005091,東京都,府中市,その他,東京都,府中市,是政4丁目28番地24,,35.65585697,139.4960252,05-091,
013206,0000005092,東京都,府中市,その他,東京都,府中市,小柳町5丁目2番地60,,35.65517348,139.4967471,05-092,
013206,0000006001,東京都,府中市,その他,東京都,府中市,是政5丁目7番地,,35.65649488,139.4882218,06-001,
013206,0000006002,東京都,府中市,その他,東京都,府中市,是政3丁目29番地,,35.65839209,139.4864505,06-002,
013206,0000006003,東京都,府中市,その他,東京都,府中市,是政3丁目20番地,,35.65929871,139.488378,06-003,
013206,0000006004,東京都,府中市,その他,東京都,府中市,是政3丁目34番地,,35.65804449,139.4853844,06-004,
013206,0000006005,東京都,府中市,その他,東京都,府中市,是政3丁目10番地10,,35.65951849,139.4898798,06-005,
013206,0000006006,東京都,府中市,その他,東京都,府中市,是政1丁目2番地,,35.66335124,139.4919495,06-006,
013206,0000006007,東京都,府中市,その他,東京都,府中市,是政3丁目13番地4,,35.65871705,139.4888079,06-007,
013206,0000006009,東京都,府中市,その他,東京都,府中市,小柳町2丁目17番地,,35.66238099,139.498496,06-009,
013206,0000006010,東京都,府中市,その他,東京都,府中市,是政1丁目34番地,,35.66301406,139.4953649,06-010,
013206,0000006011,東京都,府中市,その他,東京都,府中市,是政1丁目7番地1,,35.66340366,139.4908104,06-011,
013206,0000006012,東京都,府中市,その他,東京都,府中市,是政2丁目3番地,,35.65878358,139.4923683,06-012,
013206,0000006013,東京都,府中市,その他,東京都,府中市,是政2丁目30番地15,,35.66172662,139.4977469,06-013,
013206,0000006014,東京都,府中市,その他,東京都,府中市,是政2丁目12番地,,35.66090713,139.4928888,06-014,
013206,0000006015,東京都,府中市,その他,東京都,府中市,是政3丁目37番地10,,35.6593705,139.4846283,06-015,
013206,0000006016,東京都,府中市,その他,東京都,府中市,是政5丁目14番地,,35.65680592,139.4852821,06-016,
013206,0000006017,東京都,府中市,その他,東京都,府中市,是政6丁目30番地1,,35.65513222,139.4789137,06-017,
013206,0000006018,東京都,府中市,その他,東京都,府中市,是政3丁目48番地13,,35.65793516,139.4832752,06-018,
013206,0000006019,東京都,府中市,その他,東京都,府中市,是政3丁目48番地12,,35.65889333,139.4823184,06-019,
013206,0000006020,東京都,府中市,その他,東京都,府中市,是政3丁目35番地24,,35.65873371,139.4852931,06-020,
013206,0000006021,東京都,府中市,その他,東京都,府中市,是政3丁目43番地28,,35.6582408,139.4841413,06-021,
013206,0000006022,東京都,府中市,その他,東京都,府中市,是政3丁目22番地,,35.65988856,139.4878565,06-022,
013206,0000006023,東京都,府中市,その他,東京都,府中市,是政3丁目35番地10,,35.65867845,139.4843795,06-023,
013206,0000006024,東京都,府中市,その他,東京都,府中市,是政3丁目36番地8,,35.65884774,139.4858856,06-024,
013206,0000006025,東京都,府中市,その他,東京都,府中市,是政3丁目34番地15,,35.65808411,139.4845353,06-025,
013206,0000006026,東京都,府中市,その他,東京都,府中市,是政3丁目46番地7,,35.6575497,139.4827432,06-026,
013206,0000006027,東京都,府中市,その他,東京都,府中市,是政3丁目23番地,,35.65987761,139.4868287,06-027,
013206,0000006028,東京都,府中市,その他,東京都,府中市,是政2丁目2番地,,35.65939411,139.4902694,06-028,
013206,0000006030,東京都,府中市,その他,東京都,府中市,是政2丁目35番地,,35.65894992,139.4977534,06-030,
013206,0000006031,東京都,府中市,その他,東京都,府中市,是政3丁目28番地1,,35.658771,139.4872464,06-031,
013206,0000006033,東京都,府中市,その他,東京都,府中市,是政2丁目24番地,,35.65934314,139.4960284,06-033,
013206,0000006034,東京都,府中市,その他,東京都,府中市,是政1丁目40番地,,35.66112201,139.4961499,06-034,
013206,0000006035,東京都,府中市,その他,東京都,府中市,是政5丁目4番地4,,35.65737426,139.4886751,06-035,
013206,0000006036,東京都,府中市,その他,東京都,府中市,是政5丁目2番地6,,35.65779477,139.4887574,06-036,
013206,0000006037,東京都,府中市,その他,東京都,府中市,是政5丁目4番地,,35.65686926,139.4896466,06-037,
013206,0000006038,東京都,府中市,その他,東京都,府中市,是政4丁目2番地,,35.6565114,139.4908962,06-038,
013206,0000006039,東京都,府中市,その他,東京都,府中市,是政5丁目10番地5,,35.65659609,139.4868075,06-039,
013206,0000006040,東京都,府中市,その他,東京都,府中市,是政3丁目15番地15,,35.65782401,139.4874707,06-040,
013206,0000006041,東京都,府中市,その他,東京都,府中市,是政5丁目17番地15,,35.65575685,139.4859001,06-041,
013206,0000006042,東京都,府中市,その他,東京都,府中市,是政5丁目17番地5,,35.65615839,139.4874092,06-042,
013206,0000006043,東京都,府中市,その他,東京都,府中市,是政5丁目6番地,,35.65649444,139.4886834,06-043,
013206,0000006046,東京都,府中市,その他,東京都,府中市,是政5丁目2番地15,,35.6577854,139.4897969,06-046,
013206,0000006047,東京都,府中市,その他,東京都,府中市,是政4丁目30番地,,35.65588986,139.4917371,06-047,
013206,0000006048,東京都,府中市,その他,東京都,府中市,是政4丁目30番地,,35.65594287,139.4911847,06-048,
013206,0000006050,東京都,府中市,その他,東京都,府中市,是政6丁目29番地7,,35.65547492,139.4802217,06-050,
013206,0000006051,東京都,府中市,その他,東京都,府中市,是政3丁目38番地,,35.65989602,139.485503,06-051,
013206,0000006052,東京都,府中市,その他,東京都,府中市,是政5丁目13番地4,,35.65652987,139.4864346,06-052,
013206,0000006053,東京都,府中市,その他,東京都,府中市,是政5丁目7番地2,,35.65683344,139.4884123,06-053,
013206,0000006054,東京都,府中市,その他,東京都,府中市,是政1丁目43番地11,,35.66244792,139.4963302,06-054,
013206,0000006055,東京都,府中市,その他,東京都,府中市,是政1丁目12番地3,,35.66224865,139.4932755,06-055,
013206,0000006056,東京都,府中市,その他,東京都,府中市,是政1丁目21番地,,35.66150301,139.4933609,06-056,
013206,0000006057,東京都,府中市,その他,東京都,府中市,是政1丁目35番地16,,35.66198068,139.4951045,06-057,
013206,0000006058,東京都,府中市,その他,東京都,府中市,是政1丁目55番地,,35.66276193,139.4987847,06-058,
013206,0000006059,東京都,府中市,その他,東京都,府中市,是政1丁目40番地,,35.66123384,139.4968363,06-059,
013206,0000006060,東京都,府中市,その他,東京都,府中市,是政6丁目27番地57,,35.65533558,139.4813549,06-060,
013206,0000006061,東京都,府中市,その他,東京都,府中市,府中市是政六丁目27-124,,35.65549823,139.4806702,06-061,
013206,0000006062,東京都,府中市,その他,東京都,府中市,是政6丁目28番地,,35.65574288,139.4802409,06-062,
013206,0000006063,東京都,府中市,その他,東京都,府中市,是政6丁目9番地10,,35.65735585,139.4813757,06-063,
013206,0000006064,東京都,府中市,その他,東京都,府中市,是政6丁目30番地18,,35.65594666,139.4787166,06-064,
013206,0000006066,東京都,府中市,その他,東京都,府中市,是政3丁目36番地9,,35.65828606,139.4857024,06-066,
013206,0000006067,東京都,府中市,その他,東京都,府中市,是政3丁目22番地,,35.65931073,139.4868482,06-067,
013206,0000006069,東京都,府中市,その他,東京都,府中市,是政1丁目43番地35,,35.66248074,139.4974114,06-069,
013206,0000006070,東京都,府中市,その他,東京都,府中市,是政2丁目17番地18,,35.65976547,139.4945493,06-070,
013206,0000006071,東京都,府中市,その他,東京都,府中市,是政1丁目51番地,,35.66287972,139.4987703,06-071,
013206,0000006072,東京都,府中市,その他,東京都,府中市,是政5丁目16番地,,35.65635232,139.4839809,06-072,
013206,0000006075,東京都,府中市,その他,東京都,府中市,是政1丁目9番地,,35.6626649,139.4907883,06-075,
013206,0000006076,東京都,府中市,その他,東京都,府中市,是政5丁目7番地8,,35.65689306,139.4878007,06-076,
013206,0000006077,東京都,府中市,その他,東京都,府中市,是政3丁目39番地,,35.65990071,139.4843208,06-077,
013206,0000006079,東京都,府中市,その他,東京都,府中市,是政2丁目1番地18,,35.65988917,139.4900954,06-079,
013206,0000006080,東京都,府中市,その他,東京都,府中市,是政3丁目55番地,,35.65997021,139.4828816,06-080,
013206,0000006081,東京都,府中市,その他,東京都,府中市,是政5丁目8番地18,,35.6560566,139.4894014,06-081,
013206,0000006082,東京都,府中市,その他,東京都,府中市,是政3丁目57番地,,35.6601772,139.4816361,06-082,
013206,0000006083,東京都,府中市,その他,東京都,府中市,是政5丁目8番地21,,35.65603671,139.4898311,06-083,
013206,0000006084,東京都,府中市,その他,東京都,府中市,是政4丁目2番地62,,35.6568521,139.4909163,06-084,
013206,0000006085,東京都,府中市,その他,東京都,府中市,是政3丁目2番地7,,35.66062361,139.4894505,06-085,
013206,0000006086,東京都,府中市,その他,東京都,府中市,是政1丁目10番地,,35.66246258,139.4917966,06-086,
013206,0000006087,東京都,府中市,その他,東京都,府中市,是政1丁目17番地,,35.66087678,139.4911169,06-087,
013206,0000006088,東京都,府中市,その他,東京都,府中市,是政1丁目44番地,,35.66284465,139.4975861,06-088,
013206,0000006089,東京都,府中市,その他,東京都,府中市,是政1丁目6番地,,35.66273349,139.493027,06-089,
013206,0000006090,東京都,府中市,その他,東京都,府中市,是政1丁目21番地29,,35.66156583,139.4941485,06-090,
013206,0000006091,東京都,府中市,その他,東京都,府中市,是政1丁目20番地39,,35.66084016,139.4936703,06-091,
013206,0000006092,東京都,府中市,その他,東京都,府中市,是政1丁目35番地,,35.66190169,139.4958167,06-092,
013206,0000006093,東京都,府中市,その他,東京都,府中市,是政1丁目33番地3,,35.66343668,139.4960153,06-093,
013206,0000006094,東京都,府中市,その他,東京都,府中市,是政1丁目50番地12,,35.66343095,139.4983496,06-094,
013206,0000006095,東京都,府中市,その他,東京都,府中市,是政3丁目33番地,,35.65753057,139.4839393,06-095,
013206,0000006097,東京都,府中市,その他,東京都,府中市,是政2丁目7番地,,35.65954903,139.4920213,06‐097,
013206,0000006098,東京都,府中市,その他,東京都,府中市,是政1丁目10番地11,,35.66145586,139.4917892,06-098,
013206,0000006099,東京都,府中市,その他,東京都,府中市,是政3丁目35番地,,35.65822198,139.484808,06-099,
013206,0000006100,東京都,府中市,その他,東京都,府中市,是政1丁目49番地18,,35.6632801,139.4973817,06-100,
