管理番号,消火器種別,所在,経度,緯度,備考
区-53-25,強化液消火器（３型）,東京都台東区東上野5-5-21,139.7829368,35.71245419,
区-53-26,強化液消火器（３型）,東京都台東区東上野5-17-9,139.78289,35.71377987,
区-53-27,強化液消火器（３型）,東京都台東区東上野5-24-9,139.7828488,35.71558584,
区-53-28,強化液消火器（３型）,東京都台東区北上野1-1-11,139.7827572,35.71646605,
区-53-29,強化液消火器（３型）,東京都台東区北上野1-10-12,139.7832169,35.71782544,
区-53-30,強化液消火器（３型）,東京都台東区北上野1-14-7,139.7833873,35.71832112,
区-55-1,強化液消火器（３型）,東京都台東区秋葉原6-7,139.7755484,35.7023834,
区-55-3,強化液消火器（３型）,東京都台東区上野5-3,139.7745994,35.70285229,
区-56-1,強化液消火器（３型）,東京都台東区千束1-18-6,139.7912938,35.71956392,
区-56-2,強化液消火器（３型）,東京都台東区千束1-10-13,139.7903026,35.71912056,
区-56-3,強化液消火器（３型）,東京都台東区千束1-9-9,139.7894878,35.71846108,
区-56-4,強化液消火器（３型）,東京都台東区西浅草3-25-15,139.7893578,35.71760298,
区-56-5,強化液消火器（３型）,東京都台東区西浅草3-24-9,139.7892425,35.71661314,
区-56-6,強化液消火器（３型）,東京都台東区西浅草3-24-3,139.7891547,35.71577954,
区-56-7,強化液消火器（３型）,東京都台東区西浅草3-7-6,139.7890444,35.71479946,
区-56-8,強化液消火器（３型）,東京都台東区西浅草2-21-6,139.7889717,35.71410639,
区-56-9,強化液消火器（３型）,東京都台東区西浅草2-6-6,139.7887587,35.71307826,
区-56-10,強化液消火器（３型）,東京都台東区西浅草1-5-17,139.7885742,35.71223122,
区-56-11,強化液消火器（３型）,東京都台東区西浅草1-5-11,139.7884258,35.71122898,
区-56-12,強化液消火器（３型）,東京都台東区寿2-6-8,139.7882789,35.70911537,
区-56-13,強化液消火器（３型）,東京都台東区寿1-21-6,139.7882229,35.70831047,
区-56-14,強化液消火器（３型）,東京都台東区寿1-12-5,139.7881812,35.70750425,
区-56-15,強化液消火器（３型）,東京都台東区寿1-11-5,139.7881432,35.70655345,
区-56-16,強化液消火器（３型）,東京都台東区蔵前4-37-4,139.7881348,35.70572022,
区-56-17,強化液消火器（３型）,東京都台東区蔵前4-25-3,139.7881199,35.70484144,
区-56-18,強化液消火器（３型）,東京都台東区蔵前4-17-7,139.7880871,35.70405291,
区-56-19,強化液消火器（３型）,東京都台東区蔵前4-11-6,139.7880602,35.70309366,
区-56-20,強化液消火器（３型）,東京都台東区鳥越2-14-12,139.7878794,35.70239627,
区-56-21,強化液消火器（３型）,東京都台東区三筋1-1-18,139.7878619,35.70331479,
区-56-22,強化液消火器（３型）,東京都台東区三筋1-17-11,139.7878856,35.70427032,
区-56-23,強化液消火器（３型）,東京都台東区三筋2-1-7,139.7879076,35.70513396,
区-56-24,強化液消火器（３型）,東京都台東区三筋2-15-15,139.7879423,35.70603264,
区-56-25,強化液消火器（３型）,東京都台東区元浅草3-12-12,139.7879561,35.70706434,
区-56-26,強化液消火器（３型）,東京都台東区元浅草3-13-11,139.7879937,35.70783657,
区-56-27,強化液消火器（３型）,東京都台東区元浅草4-1-18,139.7880464,35.70878026,
区-56-28,強化液消火器（３型）,東京都台東区元浅草4-1-12,139.7881041,35.70962837,
区-56-29,強化液消火器（３型）,東京都台東区松が谷1-1-12,139.7881975,35.71081262,
区-56-30,強化液消火器（３型）,東京都台東区松が谷1-10-10,139.788294,35.71180206,
区-56-31,強化液消火器（３型）,東京都台東区松が谷2-1-12,139.7885075,35.71282009,
区-56-32,強化液消火器（３型）,東京都台東区松が谷2-13-12,139.7886832,35.71361869,
区-56-33,強化液消火器（３型）,東京都台東区松が谷3-1-1,139.788824,35.71458665,
区-56-34,強化液消火器（３型）,東京都台東区松が谷3-2-11,139.788933,35.71559395,
区-56-35,強化液消火器（３型）,東京都台東区松が谷3-18-13,139.7890151,35.71634726,
区-56-36,強化液消火器（３型）,東京都台東区松が谷4-1-12,139.7890936,35.71705424,
区-56-37,強化液消火器（３型）,東京都台東区松が谷4-25-10,139.7891883,35.71793008,
区-56-38,強化液消火器（３型）,東京都台東区入谷2-6-10,139.7893851,35.71908494,
区-56-39,強化液消火器（３型）,東京都台東区千束2-1-2,139.790843,35.71931011,
区-56-40,強化液消火器（３型）,東京都台東区千束2-9-6,139.7911207,35.72026364,
区-59-1,強化液消火器（３型）,東京都台東区雷門2-18-4,139.7963473,35.71034413,
区-59-2,強化液消火器（３型）,東京都台東区雷門2-11-9,139.7960165,35.70971879,
区-60-1,強化液消火器（３型）,東京都台東区日本堤2-38-2,139.7946964,35.72777295,
区-60-2,強化液消火器（３型）,東京都台東区日本堤2-17-3,139.7954406,35.72684373,
区-60-3,強化液消火器（３型）,東京都台東区日本堤1-32-5,139.7965085,35.7256494,
区-60-4,強化液消火器（３型）,東京都台東区日本堤1-8-4,139.7971062,35.72495411,
区-60-5,強化液消火器（３型）,東京都台東区東浅草2-28-3,139.7980818,35.72382829,
区-60-6,強化液消火器（３型）,東京都台東区東浅草2-7-2,139.7987031,35.72312503,
区-60-7,強化液消火器（３型）,東京都台東区東浅草1-14-3,139.7991491,35.72240733,
区-60-8,強化液消火器（３型）,東京都台東区東浅草1-13-4,139.7995523,35.72183247,
区-60-9,強化液消火器（３型）,東京都台東区東浅草1-4-2,139.800253,35.72094264,
区-60-10,強化液消火器（３型）,東京都台東区浅草6-47-5,139.8001037,35.72033889,
区-60-11,強化液消火器（３型）,東京都台東区浅草6-41-4,139.7999019,35.71974771,
区-60-12,強化液消火器（３型）,東京都台東区浅草6-30-8,139.7995481,35.71867949,
区-60-13,強化液消火器（３型）,東京都台東区浅草6-29-4,139.7992484,35.71762558,
区-60-14,強化液消火器（３型）,東京都台東区浅草6-12-3,139.7989859,35.71671189,
区-60-15,強化液消火器（３型）,東京都台東区花川戸2-21-4,139.7986754,35.71560256,
区-60-16,強化液消火器（３型）,東京都台東区花川戸2-6-5,139.798389,35.71449849,
区-60-17,強化液消火器（３型）,東京都台東区花川戸1-7-7,139.7981004,35.71335665,
区-60-18,強化液消火器（３型）,東京都台東区花川戸1-6-4,139.7979231,35.71248138,
区-60-19,強化液消火器（３型）,東京都台東区浅草1-1-1,139.7975752,35.71085633,
区-60-20,強化液消火器（３型）,東京都台東区浅草1-33-10,139.7976762,35.71180952,
区-60-21,強化液消火器（３型）,東京都台東区浅草1-35-9,139.7977226,35.71257955,
区-60-22,強化液消火器（３型）,東京都台東区浅草2-35-13,139.797986,35.7137386,
区-60-23,強化液消火器（３型）,東京都台東区浅草2-34-10,139.7982374,35.71471794,
区-60-24,強化液消火器（３型）,東京都台東区浅草3-1-7,139.798606,35.71610016,
区-60-25,強化液消火器（３型）,東京都台東区浅草3-28-10,139.7988324,35.71690646,
区-60-26,強化液消火器（３型）,東京都台東区浅草4-49-14,139.7992037,35.7182207,
区-60-27,強化液消火器（３型）,東京都台東区浅草5-1-10,139.7995948,35.71950011,
区-60-28,強化液消火器（３型）,東京都台東区浅草5-70-11,139.8000027,35.7206949,
区-60-29,強化液消火器（３型）,東京都台東区浅草5-72-11,139.7989356,35.72237208,
区-60-30,強化液消火器（３型）,東京都台東区浅草5-73-1,139.7985639,35.7229795,
区-60-31,強化液消火器（３型）,東京都台東区千束4-7-8,139.7975996,35.72406347,
区-60-32,強化液消火器（３型）,東京都台東区千束4-36-11,139.7970793,35.72467406,
区-60-33,強化液消火器（３型）,東京都台東区千束4-38-11,139.7964199,35.72543878,
区-60-34,強化液消火器（３型）,東京都台東区千束4-51-12,139.796183,35.72570991,
区-60-35,強化液消火器（３型）,東京都台東区竜泉3-31-13,139.7952715,35.72673957,
区-60-36,強化液消火器（３型）,東京都台東区三ﾉ輪1-1-12,139.794459,35.72769312,
区-63-1,強化液消火器（３型）,東京都台東区上野桜木1-14-65,139.7745208,35.72008071,
区-63-2,強化液消火器（３型）,東京都台東区上野桜木1-14-14,139.7735641,35.72162464,
区-67-1,強化液消火器（３型）,東京都台東区下谷3-20-3,139.7887122,35.72720473,
区-67-2,強化液消火器（３型）,東京都台東区下谷3-14-3,139.787108,35.72581825,
区-67-3,強化液消火器（３型）,東京都台東区下谷3-7-4,139.7859703,35.72489278,
区-67-4,強化液消火器（３型）,東京都台東区下谷3-3-3,139.7843738,35.72366025,
区-67-5,強化液消火器（３型）,東京都台東区下谷2-12-4,139.7831026,35.72248864,
区-67-6,強化液消火器（３型）,東京都台東区下谷2-4-3,139.7815858,35.72077444,
区-67-7,強化液消火器（３型）,東京都台東区下谷1-13-7,139.7813457,35.72047387,
区-67-8,強化液消火器（３型）,東京都台東区下谷1-6-6,139.7808803,35.71953325,
区-67-9,強化液消火器（３型）,東京都台東区下谷1-5-11,139.7807667,35.71844096,
区-67-10,強化液消火器（３型）,東京都台東区下谷1-5-5,139.7808162,35.71779774,
区-67-11,強化液消火器（３型）,東京都台東区上野7-14-2,139.780205,35.71646411,
区-67-12,強化液消火器（３型）,東京都台東区上野7-15,139.7806848,35.71729982,
区-67-13,強化液消火器（３型）,東京都台東区根岸1-1-36,139.7804672,35.71915655,
区-67-14,強化液消火器（３型）,東京都台東区根岸1-1-30,139.7809161,35.72006107,
区-67-15,強化液消火器（３型）,東京都台東区根岸3-2-12,139.7823923,35.72192801,
区-67-16,強化液消火器（３型）,東京都台東区根岸3-15-12,139.7831201,35.7227136,
区-67-17,強化液消火器（３型）,東京都台東区根岸3-18-1,139.7839268,35.72347891,
区-67-18,強化液消火器（３型）,東京都台東区根岸4-17-13,139.7852629,35.72452317,
区-67-19,強化液消火器（３型）,東京都台東区根岸5-1-13,139.7863687,35.72539432,
区-67-20,強化液消火器（３型）,東京都台東区根岸5-12-10,139.7875227,35.72634447,
区-67-21,強化液消火器（３型）,東京都台東区根岸5-13-12,139.7884024,35.72711854,
区-68-1,強化液消火器（３型）,東京都台東区今戸2-29-8,139.8065419,35.72256546,
区-68-2,強化液消火器（３型）,東京都台東区今戸2-32-12,139.8054918,35.72267924,
区-68-3,強化液消火器（３型）,東京都台東区今戸2-34-8,139.8041131,35.72279803,
区-68-4,強化液消火器（３型）,東京都台東区今戸2-36-9,139.8032388,35.72281456,
区-68-5,強化液消火器（３型）,東京都台東区今戸2-38-7,139.8021428,35.72283759,
区-68-6,強化液消火器（３型）,東京都台東区東浅草1-20-8,139.8007092,35.72287142,
区-68-7,強化液消火器（３型）,東京都台東区東浅草1-15-9,139.7995869,35.72289465,
区-68-8,強化液消火器（３型）,東京都台東区浅草5-72-8,139.7986511,35.72270226,
区-68-9,強化液消火器（３型）,東京都台東区浅草5-64-4,139.7976626,35.72208951,
区-68-10,強化液消火器（３型）,東京都台東区浅草5-37-7,139.7967457,35.72139138,
区-68-11,強化液消火器（３型）,東京都台東区浅草5-29-4,139.7959835,35.72072023,
区-68-12,強化液消火器（３型）,東京都台東区浅草4-36-5,139.7952884,35.71965504,
区-68-13,強化液消火器（３型）,東京都台東区浅草4-19-5,139.7949635,35.71883074,
区-68-14,強化液消火器（３型）,東京都台東区浅草3-38-3,139.7945295,35.7177426,
区-68-15,強化液消火器（３型）,東京都台東区浅草3-16-1,139.7942877,35.71748961,
区-68-16,強化液消火器（３型）,東京都台東区浅草4-21-10,139.7946316,35.71834142,
区-68-17,強化液消火器（３型）,東京都台東区浅草4-34-10,139.7950507,35.71940051,
区-68-18,強化液消火器（３型）,東京都台東区浅草5-17-9,139.7955369,35.72033188,
区-68-19,強化液消火器（３型）,東京都台東区浅草5-36-9,139.7966353,35.72145187,
区-68-20,強化液消火器（３型）,東京都台東区浅草5-56-9,139.7971292,35.72185552,
区-68-21,強化液消火器（３型）,東京都台東区浅草5-73-1,139.7984,35.72268992,
区-68-22,強化液消火器（３型）,東京都台東区東浅草2-5-2,139.7992995,35.72301063,
区-68-23,強化液消火器（３型）,東京都台東区東浅草2-3-2,139.8003871,35.7229889,
区-68-24,強化液消火器（３型）,東京都台東区清川1-5-2,139.8021021,35.72295274,
区-68-25,強化液消火器（３型）,東京都台東区清川1-2-3,139.8035789,35.72292289,
区-68-26,強化液消火器（３型）,東京都台東区橋場1-7-2,139.8046722,35.72288536,
区-68-27,強化液消火器（３型）,東京都台東区橋場1-6-1,139.8057583,35.72276614,
区-68-28,強化液消火器（３型）,東京都台東区橋場1-2-2,139.8063624,35.7226964,
区-69-1,強化液消火器（３型）,東京都台東区橋場1-35-9,139.8076579,35.72573594,
区-69-2,強化液消火器（３型）,東京都台東区橋場1-32-5,139.8055299,35.72611641,
区-69-3,強化液消火器（３型）,東京都台東区清川1-29-5,139.804363,35.72622793,
区-69-4,強化液消火器（３型）,東京都台東区清川1-33-6,139.8022936,35.72618357,
区-69-5,強化液消火器（３型）,東京都台東区清川1-35-9,139.8015331,35.72616726,
区-69-6,強化液消火器（３型）,東京都台東区東浅草2-18-7,139.8004716,35.72593147,
区-69-7,強化液消火器（３型）,東京都台東区東浅草2-23-10,139.7997661,35.7255624,
区-69-8,強化液消火器（３型）,東京都台東区東浅草2-25-8,139.7988309,35.72507523,
区-69-9,強化液消火器（３型）,東京都台東区東浅草2-27-12,139.7977188,35.72463634,
区-69-10,強化液消火器（３型）,東京都台東区千束4-11-16,139.7964374,35.72423159,
区-69-11,強化液消火器（３型）,東京都台東区千束4-15-6,139.795824,35.72401624,
区-69-12,強化液消火器（３型）,東京都台東区千束4-23-8,139.7951809,35.72364156,
区-69-13,強化液消火器（３型）,東京都台東区千束4-28-11,139.794252,35.72309373,
区-69-14,強化液消火器（３型）,東京都台東区千束3-23-8,139.7931706,35.72247243,
区-69-15,強化液消火器（３型）,東京都台東区千束3-22-3,139.7931023,35.72188232,
区-69-16,強化液消火器（３型）,東京都台東区千束3-3-11,139.7929983,35.72122237,
区-69-17,強化液消火器（３型）,東京都台東区千束3-5-9,139.7931246,35.72064529,
区-69-18,強化液消火器（３型）,東京都台東区浅草4-30-5,139.7932187,35.7196691,
区-69-19,強化液消火器（３型）,東京都台東区浅草4-27-17,139.7929296,35.71916073,
区-69-20,強化液消火器（３型）,東京都台東区浅草4-28-10,139.793123,35.72010377,
区-69-21,強化液消火器（３型）,東京都台東区千束3-13-13,139.7928929,35.72150713,
区-69-22,強化液消火器（３型）,東京都台東区千束3-20-7,139.7931118,35.72219925,
区-69-23,強化液消火器（３型）,東京都台東区千束3-28-1,139.7940215,35.72307652,
区-69-24,強化液消火器（３型）,東京都台東区千束4-33-1,139.7958769,35.72416516,
区-69-25,強化液消火器（３型）,東京都台東区千束4-35-1,139.7967157,35.72429857,
区-69-26,強化液消火器（３型）,東京都台東区日本堤1-8-1,139.7974431,35.72465796,
区-69-27,強化液消火器（３型）,東京都台東区日本堤1-5-3,139.7983605,35.72498162,
区-69-28,強化液消火器（３型）,東京都台東区日本堤1-4-1,139.7991314,35.72535842,
区-69-29,強化液消火器（３型）,東京都台東区日本堤1-3-1,139.7996779,35.72564488,
区-69-30,強化液消火器（３型）,東京都台東区日本堤1-1-3,139.800334,35.72598617,
区-69-31,強化液消火器（３型）,東京都台東区清川2-5-1,139.8010915,35.72626237,
区-69-32,強化液消火器（３型）,東京都台東区清川2-3-5,139.8020065,35.72628667,
区-69-33,強化液消火器（３型）,東京都台東区清川2-2-6,139.803107,35.72630945,
区-69-34,強化液消火器（３型）,東京都台東区清川2-1-1,139.8045963,35.72634077,
区-69-35,強化液消火器（３型）,東京都台東区橋場2-5-3,139.8057861,35.72617953,
区-69-36,強化液消火器（３型）,東京都台東区橋場2-2-2,139.8076031,35.72585488,
区-70-1,強化液消火器（３型）,東京都台東区橋場2-22-5,139.8053486,35.72809985,
区-70-2,強化液消火器（３型）,東京都台東区橋場2-10-7,139.8051461,35.72740264,
区-70-3,強化液消火器（３型）,東京都台東区橋場2-9-5,139.805086,35.72679024,
区-70-4,強化液消火器（３型）,東京都台東区橋場1-31-4,139.805035,35.72610075,
区-70-5,強化液消火器（３型）,東京都台東区橋場1-18-8,139.8049242,35.72495841,
区-70-6,強化液消火器（３型）,東京都台東区橋場1-18-4,139.8047735,35.72437261,
区-70-7,強化液消火器（３型）,東京都台東区橋場1-8-3,139.804627,35.72326742,
区-70-8,強化液消火器（３型）,東京都台東区今戸2-22-5,139.8045054,35.7220555,
区-70-9,強化液消火器（３型）,東京都台東区今戸2-8-5,139.8044118,35.72104691,
区-70-10,強化液消火器（３型）,東京都台東区今戸1-19-8,139.8043571,35.7205263,
区-70-11,強化液消火器（３型）,東京都台東区今戸1-4-7,139.8042393,35.71962769,
区-70-12,強化液消火器（３型）,東京都台東区今戸1-2-8,139.8042705,35.71885133,
区-70-13,強化液消火器（３型）,東京都台東区今戸1-6-18,139.8039153,35.71825033,
区-70-14,強化液消火器（３型）,東京都台東区今戸1-5-20,139.8040369,35.71920661,
区-70-15,強化液消火器（３型）,東京都台東区今戸1-18-16,139.804158,35.72006511,
区-70-16,強化液消火器（３型）,東京都台東区今戸2-9-12,139.8042898,35.72117807,
区-70-17,強化液消火器（３型）,東京都台東区今戸2-34-11,139.8044255,35.72258989,
区-70-18,強化液消火器（３型）,東京都台東区清川1-12-12,139.8045366,35.7237496,
区-70-19,強化液消火器（３型）,東京都台東区清川1-13-13,139.8047289,35.72473507,
区-70-20,強化液消火器（３型）,東京都台東区清川1-27-12,139.8048613,35.7257164,
区-70-21,強化液消火器（３型）,東京都台東区清川2-1-1,139.8049215,35.72638642,
区-70-22,強化液消火器（３型）,東京都台東区清川2-23-2,139.8049722,35.7272556,
区-70-23,強化液消火器（３型）,東京都台東区清川2-24,139.8052232,35.72813861,
区-71-1,強化液消火器（３型）,東京都台東区今戸1-23-7,139.8056834,35.71995539,
区-71-2,強化液消火器（３型）,東京都台東区今戸1-22-7,139.804829,35.72037834,
区-71-3,強化液消火器（３型）,東京都台東区今戸1-17-10,139.8038234,35.7206461,
区-71-4,強化液消火器（３型）,東京都台東区今戸1-12-5,139.8024267,35.72071068,
区-71-5,強化液消火器（３型）,東京都台東区東浅草1-3-7,139.800857,35.72073601,
区-71-6,強化液消火器（３型）,東京都台東区東浅草1-6-1,139.8010625,35.72084849,
区-71-7,強化液消火器（３型）,東京都台東区今戸2-13-1,139.8025783,35.72081286,
区-71-8,強化液消火器（３型）,東京都台東区今戸2-9-3,139.8037124,35.72075807,
区-71-9,強化液消火器（３型）,東京都台東区今戸2-2-2,139.8055715,35.72013531,
区-72-1,強化液消火器（３型）,東京都台東区浅草4-34-7,139.7951116,35.71980179,
区-72-2,強化液消火器（３型）,東京都台東区浅草4-31-7,139.7937267,35.72006912,
区-72-3,強化液消火器（３型）,東京都台東区千束3-11-7,139.7923568,35.72116861,
区-72-4,強化液消火器（３型）,東京都台東区千束3-10-8,139.7914976,35.72126233,
区-72-5,強化液消火器（３型）,東京都台東区千束2-24-4,139.7907711,35.7212525,
区-72-6,強化液消火器（３型）,東京都台東区入谷2-21-5,139.7895875,35.72121795,
区-72-7,強化液消火器（３型）,東京都台東区入谷2-23-15,139.7885477,35.72118795,
区-72-8,強化液消火器（３型）,東京都台東区入谷1-22-8,139.7871679,35.72114567,
区-72-9,強化液消火器（３型）,東京都台東区入谷1-18-7,139.7855228,35.72123901,
区-72-10,強化液消火器（３型）,東京都台東区入谷1-25-1,139.7862004,35.72122653,
区-72-11,強化液消火器（３型）,東京都台東区入谷2-26-1,139.788003,35.72128107,
区-72-12,強化液消火器（３型）,東京都台東区入谷2-28-1,139.7886959,35.72130482,
区-72-13,強化液消火器（３型）,東京都台東区千束2-27-1,139.7901933,35.72134574,
区-72-14,強化液消火器（３型）,東京都台東区千束2-25-2,139.7909336,35.7213667,
区-72-15,強化液消火器（３型）,東京都台東区千束3-13-2,139.7927325,35.72122895,
区-72-16,強化液消火器（３型）,東京都台東区浅草5-11-5,139.7933475,35.72027301,
区-72-17,強化液消火器（３型）,東京都台東区浅草5-10-2,139.7948868,35.71995413,
区-73-1,強化液消火器（３型）,東京都台東区千束2-34-6,139.7904671,35.72271325,
区-73-2,強化液消火器（３型）,東京都台東区千束2-36-5,139.7895181,35.72268866,
区-73-3,強化液消火器（３型）,東京都台東区入谷2-37-8,139.7884157,35.72266171,
区-73-4,強化液消火器（３型）,東京都台東区入谷2-35-5,139.7872887,35.72263234,
区-73-5,強化液消火器（３型）,東京都台東区下谷2-24-11,139.7857591,35.72262628,
区-73-6,強化液消火器（３型）,東京都台東区下谷2-20-10,139.7845583,35.72338142,
区-73-7,強化液消火器（３型）,東京都台東区根岸3-18-19,139.7837997,35.72407836,
区-73-8,強化液消火器（３型）,東京都台東区根岸3-22-12,139.7823865,35.72468325,
区-73-9,強化液消火器（３型）,東京都台東区根岸3-23-8,139.781429,35.72475613,
区-73-10,強化液消火器（３型）,東京都台東区根岸4-8-1,139.7818257,35.72481843,
区-73-11,強化液消火器（３型）,東京都台東区根岸4-6-2,139.7827785,35.72467559,
区-73-12,強化液消火器（３型）,東京都台東区根岸4-1-5,139.783718,35.72414583,
区-73-13,強化液消火器（３型）,東京都台東区下谷3-3-1,139.7846248,35.72343961,
区-73-14,強化液消火器（３型）,東京都台東区下谷3-1-5,139.7851866,35.72309141,
区-73-15,強化液消火器（３型）,東京都台東区竜泉1-10-2,139.7866044,35.72269403,
区-73-16,強化液消火器（３型）,東京都台東区竜泉1-7-2,139.7876769,35.72271933,
区-73-17,強化液消火器（３型）,東京都台東区竜泉1-4-2,139.7892962,35.72276931,
区-73-18,強化液消火器（３型）,東京都台東区竜泉1-2-2,139.7902182,35.72278414,
区-74-1,強化液消火器（３型）,東京都台東区竜泉1-34-11,139.7903773,35.72469595,
区-74-2,強化液消火器（３型）,東京都台東区竜泉1-31-4,139.7886453,35.72465754,
区-74-3,強化液消火器（３型）,東京都台東区下谷3-8-1,139.7871915,35.72472576,
区-74-4,強化液消火器（３型）,東京都台東区根岸4-19-7,139.7860729,35.72530847,
区-74-5,強化液消火器（３型）,東京都台東区根岸4-16,139.7854099,35.72586785,
区-74-6,強化液消火器（３型）,東京都台東区根岸4-15-16,139.7849368,35.72627502,
区-74-7,強化液消火器（３型）,東京都台東区根岸4-13-19,139.7841438,35.72695269,
区-74-8,強化液消火器（３型）,東京都台東区根岸5-7-4,139.7839231,35.7272958,
区-74-9,強化液消火器（３型）,東京都台東区根岸5-8-16,139.7843806,35.72690002,
区-74-10,強化液消火器（３型）,東京都台東区根岸5-4-3,139.7852833,35.72613471,
区-74-11,強化液消火器（３型）,東京都台東区根岸5-2-1,139.7858976,35.72561351,
区-74-12,強化液消火器（３型）,東京都台東区下谷3-13-1,139.7863965,35.72520772,
区-74-13,強化液消火器（３型）,東京都台東区竜泉2-6-6,139.7878917,35.72471677,
区-74-14,強化液消火器（３型）,東京都台東区竜泉2-6-1,139.7888571,35.72473817,
区-74-15,強化液消火器（３型）,東京都台東区竜泉2-3-2,139.7900339,35.72476601,
区-78-1,強化液消火器（３型）,東京都台東区雷門2-19-10,139.7971074,35.7106522,
区-78-2,強化液消火器（３型）,東京都台東区雷門2-17-12,139.7960175,35.7108294,
区-78-3,強化液消火器（３型）,東京都台東区雷門2-16-9,139.794737,35.71098213,
区-78-4,強化液消火器（３型）,東京都台東区雷門1-13-8,139.7939982,35.71107999,
区-78-5,強化液消火器（３型）,東京都台東区雷門1-15-10,139.7929717,35.7112188,
区-78-6,強化液消火器（３型）,東京都台東区浅草1-10-2,139.7922911,35.71149749,
区-78-7,強化液消火器（３型）,東京都台東区浅草1-7-1,139.7935745,35.71133515,
区-78-8,強化液消火器（３型）,東京都台東区浅草1-4-2,139.7952811,35.71111949,
区-78-9,強化液消火器（３型）,東京都台東区浅草1-2-1,139.7968449,35.71092013,
区-80-1,強化液消火器（３型）,東京都台東区上野7-11-3,139.7796932,35.71586587,
区-80-2,強化液消火器（３型）,東京都台東区上野7-10-3,139.7790607,35.71514498,
区-80-3,強化液消火器（３型）,東京都台東区上野7-7-4,139.7780981,35.71375964,
区-80-4,強化液消火器（３型）,東京都台東区上野7-2-7,139.7776401,35.71306692,
区-80-5,強化液消火器（３型）,東京都台東区上野7-2-2,139.7772584,35.71251377,
区-80-6,強化液消火器（３型）,東京都台東区上野7-1,139.7772411,35.71267202,
区-80-7,強化液消火器（３型）,東京都台東区上野7-2,139.7777673,35.7134913,
区-80-8,強化液消火器（３型）,東京都台東区上野7-3,139.7783129,35.71429886,
区-80-9,強化液消火器（３型）,東京都台東区上野7-4,139.7788115,35.71501236,
区-80-10,強化液消火器（３型）,東京都台東区上野7-15,139.7792205,35.71558134,
区-80-11,強化液消火器（３型）,東京都台東区上野7-15,139.779753,35.71618179,
下-167-1,強化液消火器（３型）,東京都台東区東上野4-4-9,139.7792894,35.71276867,
下-170-1,強化液消火器（３型）,東京都台東区東上野4-2-4,139.7796909,35.71229861,
下-175-1,強化液消火器（３型）,東京都台東区東上野4-13-7,139.7806045,35.71422291,
下-175-2,強化液消火器（３型）,東京都台東区東上野5-18-3,139.7825304,35.71409396,
下-336-1,強化液消火器（３型）,東京都台東区下谷3-19-6,139.7887222,35.72695512,
下-442-1,強化液消火器（３型）,東京都台東区谷中7-3,139.7702338,35.72298212,
浅-235-1,強化液消火器（３型）,東京都台東区浅草4-45-5,139.7972302,35.71924138,
浅-235-2,強化液消火器（３型）,東京都台東区浅草3-33-5,139.7965585,35.71734434,
浅-235-3,強化液消火器（３型）,東京都台東区浅草3-21-1,139.7962843,35.71683475,
浅-235-4,強化液消火器（３型）,東京都台東区浅草4-43-10,139.7969153,35.71861942,
浅-316-1,強化液消火器（３型）,東京都台東区浅草1-35-5,139.7971703,35.71252478,
浅-316-2,強化液消火器（３型）,東京都台東区浅草1-32-11,139.7971248,35.71228273,
浅-413-1,強化液消火器（３型）,東京都台東区駒形1-4-10,139.7948764,35.70739106,
浅-413-2,強化液消火器（３型）,東京都台東区寿3-16-10,139.7930236,35.70794123,
浅-413-3,強化液消火器（３型）,東京都台東区寿3-19-9,139.7913673,35.70834818,
浅-413-4,強化液消火器（３型）,東京都台東区寿4-5-2,139.7923148,35.7082513,
浅-413-5,強化液消火器（３型）,東京都台東区寿4-1-2,139.7936332,35.70785302,
浅-420-3,強化液消火器（３型）,東京都台東区寿2-6-2,139.7887035,35.70864087,
浅-420-4,強化液消火器（３型）,東京都台東区寿2-3-3,139.7898849,35.70848716,
浅-421-2,強化液消火器（３型）,東京都台東区元浅草3-12-12,139.7877151,35.70736572,
浅-421-3,強化液消火器（３型）,東京都台東区元浅草3-8-4,139.7856918,35.70742924,
浅-421-4,強化液消火器（３型）,東京都台東区元浅草3-16-3,139.7866063,35.70751247,
浅-421-5,強化液消火器（３型）,東京都台東区元浅草3-14-2,139.7873355,35.70745796,
浅-421-6,強化液消火器（３型）,東京都台東区寿1-12-1,139.7887522,35.70744209,
浅-459-1,強化液消火器（３型）,東京都台東区蔵前2-15-6,139.7939344,35.704288,
浅-459-2,強化液消火器（３型）,東京都台東区蔵前2-10-9,139.7934438,35.70366891,
浅-459-3,強化液消火器（３型）,東京都台東区蔵前2-9-8,139.7925407,35.70295144,
浅-459-4,強化液消火器（３型）,東京都台東区蔵前2-8-1,139.7923629,35.70291459,
浅-459-5,強化液消火器（３型）,東京都台東区蔵前2-11-10,139.7929599,35.703415,
浅-459-6,強化液消火器（３型）,東京都台東区蔵前2-16-11,139.793632,35.70411239,
浅-459-7,強化液消火器（３型）,東京都台東区蔵前2-18-11,139.7940461,35.70468589,
千台-3-1,強化液消火器（３型）,東京都台東区台東1-9-1,139.7760872,35.700604,
千台-3-2,強化液消火器（３型）,東京都台東区台東1-5-1,139.7775978,35.70049103,
千台-3-3,強化液消火器（３型）,東京都台東区台東1-4-2,139.7788299,35.70040235,
千台-3-4,強化液消火器（３型）,東京都台東区台東1-1-2,139.7802554,35.70026182,
